create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (10108, 'JGRlD', 852.13, 'cat8');
insert into compositetest values (10109, 'bxijh', 480.06, 'cat9');
insert into compositetest values (10110, 'vqyTx', 924.35, 'cat0');
insert into compositetest values (10111, 'COGtx', 443.72, 'cat1');
insert into compositetest values (10112, 'BbzwF', 148.36, 'cat2');
insert into compositetest values (10113, 'BhRux', 930.69, 'cat3');
insert into compositetest values (10114, 'YpjAd', 445.8, 'cat4');
insert into compositetest values (10115, 'vwZbv', 132.83, 'cat5');
insert into compositetest values (10116, 'YwbdQ', 569.17, 'cat6');
insert into compositetest values (10117, 'IUnav', 249.36, 'cat7');
insert into compositetest values (10118, 'jwHYv', 626.67, 'cat8');
insert into compositetest values (10119, 'qAEIX', 553.43, 'cat9');
insert into compositetest values (10120, 'DpjQb', 430.08, 'cat0');
insert into compositetest values (10121, 'SpxZD', 780.45, 'cat1');
insert into compositetest values (10122, 'gfmqO', 574.36, 'cat2');
insert into compositetest values (10123, 'ZeYtE', 44.86, 'cat3');
insert into compositetest values (10124, 'IXVYN', 932.57, 'cat4');
insert into compositetest values (10125, 'JfFNN', 889.77, 'cat5');
insert into compositetest values (10126, 'FqTet', 500.33, 'cat6');
insert into compositetest values (10127, 'cDvNW', 25.96, 'cat7');
insert into compositetest values (10128, 'ZNUBn', 975.27, 'cat8');
insert into compositetest values (10129, 'qFQFU', 735.47, 'cat9');
insert into compositetest values (10130, 'AiMos', 249.05, 'cat0');
insert into compositetest values (10131, 'RdxAG', 919.06, 'cat1');
insert into compositetest values (10132, 'AlUrd', 657.44, 'cat2');
insert into compositetest values (10133, 'gHIyM', 561.69, 'cat3');
insert into compositetest values (10134, 'HfLYK', 240.36, 'cat4');
insert into compositetest values (10135, 'dbhLz', 237.31, 'cat5');
insert into compositetest values (10136, 'FfuCH', 708.57, 'cat6');
insert into compositetest values (10137, 'uEmxI', 300.8, 'cat7');
insert into compositetest values (10138, 'rOEHt', 371.55, 'cat8');
insert into compositetest values (10139, 'Qmcqn', 289.68, 'cat9');
insert into compositetest values (10140, 'uYguO', 82.36, 'cat0');
insert into compositetest values (10141, 'CWytQ', 708.38, 'cat1');
insert into compositetest values (10142, 'LXwPn', 590.95, 'cat2');
insert into compositetest values (10143, 'uVNuq', 75.08, 'cat3');
insert into compositetest values (10144, 'vAKux', 621.84, 'cat4');
insert into compositetest values (10145, 'grWgP', 939.51, 'cat5');
insert into compositetest values (10146, 'Gesao', 306.53, 'cat6');
insert into compositetest values (10147, 'GzOkc', 911.08, 'cat7');
insert into compositetest values (10148, 'XoPfE', 441.42, 'cat8');
insert into compositetest values (10149, 'dKiON', 651.41, 'cat9');
insert into compositetest values (10150, 'ZcKAS', 92.79, 'cat0');
insert into compositetest values (10151, 'aEgAv', 53.4, 'cat1');
insert into compositetest values (10152, 'kAzJZ', 146.14, 'cat2');
insert into compositetest values (10153, 'eaKbz', 963.62, 'cat3');
insert into compositetest values (10154, 'nzYGV', 585.41, 'cat4');
insert into compositetest values (10155, 'eoZLC', 147.16, 'cat5');
insert into compositetest values (10156, 'NGDkn', 396.07, 'cat6');
insert into compositetest values (10157, 'FPvrN', 491.24, 'cat7');
insert into compositetest values (10158, 'chvpE', 924.59, 'cat8');
insert into compositetest values (10159, 'CdfPC', 276.29, 'cat9');
insert into compositetest values (10160, 'suiWl', 719.38, 'cat0');
insert into compositetest values (10161, 'QKYqs', 923.19, 'cat1');
insert into compositetest values (10162, 'blhAl', 77.45, 'cat2');
insert into compositetest values (10163, 'luLmc', 124.91, 'cat3');
insert into compositetest values (10164, 'ENrUj', 716.4, 'cat4');
insert into compositetest values (10165, 'OiVOS', 769.96, 'cat5');
insert into compositetest values (10166, 'GaIMy', 519.21, 'cat6');
insert into compositetest values (10167, 'UIilJ', 410.39, 'cat7');
insert into compositetest values (10168, 'BCvhj', 789.95, 'cat8');
insert into compositetest values (10169, 'pFizl', 404.98, 'cat9');
insert into compositetest values (10170, 'KHCLZ', 226.6, 'cat0');
insert into compositetest values (10171, 'fUUip', 769.51, 'cat1');
insert into compositetest values (10172, 'lwvaw', 768.08, 'cat2');
insert into compositetest values (10173, 'mCIQW', 266.02, 'cat3');
insert into compositetest values (10174, 'JREvk', 409.93, 'cat4');
insert into compositetest values (10175, 'EqRRk', 978.43, 'cat5');
insert into compositetest values (10176, 'nxEDe', 619.7, 'cat6');
insert into compositetest values (10177, 'LzDRM', 635.76, 'cat7');
insert into compositetest values (10178, 'TcIhc', 646.71, 'cat8');
insert into compositetest values (10179, 'LiJfH', 472.29, 'cat9');
insert into compositetest values (10180, 'KEGCQ', 199.97, 'cat0');
insert into compositetest values (10181, 'TbEUI', 678.15, 'cat1');
insert into compositetest values (10182, 'FOTlM', 444.22, 'cat2');
insert into compositetest values (10183, 'GpDuh', 677.98, 'cat3');
insert into compositetest values (10184, 'spJZk', 621.36, 'cat4');
insert into compositetest values (10185, 'PKZqy', 828.38, 'cat5');
insert into compositetest values (10186, 'XejQs', 561.6, 'cat6');
insert into compositetest values (10187, 'bqVJY', 38.64, 'cat7');
insert into compositetest values (10188, 'SjMld', 585.01, 'cat8');
insert into compositetest values (10189, 'RhfPs', 445.95, 'cat9');
insert into compositetest values (10190, 'JDxQT', 33.17, 'cat0');
insert into compositetest values (10191, 'bAGFf', 12.55, 'cat1');
insert into compositetest values (10192, 'dWIqb', 855.69, 'cat2');
insert into compositetest values (10193, 'LkIOD', 355.55, 'cat3');
insert into compositetest values (10194, 'utrCo', 826.33, 'cat4');
insert into compositetest values (10195, 'AwFel', 296.52, 'cat5');
insert into compositetest values (10196, 'WioUP', 790.25, 'cat6');
insert into compositetest values (10197, 'gdVlT', 362.73, 'cat7');
insert into compositetest values (10198, 'Dquzo', 321.8, 'cat8');
insert into compositetest values (10199, 'xBCwa', 251.99, 'cat9');
insert into compositetest values (10200, 'wFghH', 113.18, 'cat0');
insert into compositetest values (10201, 'IQDCq', 704.29, 'cat1');
insert into compositetest values (10202, 'UcXCK', 715.91, 'cat2');
insert into compositetest values (10203, 'mFzPo', 726.02, 'cat3');
insert into compositetest values (10204, 'FjMyF', 53.55, 'cat4');
insert into compositetest values (10205, 'mFBLi', 442.92, 'cat5');
insert into compositetest values (10206, 'USwoI', 541.8, 'cat6');
insert into compositetest values (10207, 'couRa', 178.74, 'cat7');
insert into compositetest values (10208, 'GUkLY', 396.6, 'cat8');
insert into compositetest values (10209, 'SarHJ', 379.81, 'cat9');
insert into compositetest values (10210, 'zjgIe', 162.57, 'cat0');
insert into compositetest values (10211, 'AtxAb', 369.7, 'cat1');
insert into compositetest values (10212, 'vwRTD', 630.31, 'cat2');
insert into compositetest values (10213, 'NKdXH', 704.41, 'cat3');
insert into compositetest values (10214, 'OCtev', 588.35, 'cat4');
insert into compositetest values (10215, 'OmVQm', 353.87, 'cat5');
insert into compositetest values (10216, 'JjflJ', 569.46, 'cat6');
insert into compositetest values (10217, 'zuAcm', 201.84, 'cat7');
insert into compositetest values (10218, 'PESxt', 851.48, 'cat8');
insert into compositetest values (10219, 'EVMRO', 677.13, 'cat9');
insert into compositetest values (10220, 'rnVJF', 145.03, 'cat0');
insert into compositetest values (10221, 'OEvpy', 974.82, 'cat1');
insert into compositetest values (10222, 'pfhyO', 425.52, 'cat2');
insert into compositetest values (10223, 'JDXqt', 385.49, 'cat3');
insert into compositetest values (10224, 'vEgbk', 202.14, 'cat4');
insert into compositetest values (10225, 'sGZjW', 413.06, 'cat5');
insert into compositetest values (10226, 'XlaAE', 601.29, 'cat6');
insert into compositetest values (10227, 'EbVeL', 700.35, 'cat7');
insert into compositetest values (10228, 'xtRvC', 287.91, 'cat8');
insert into compositetest values (10229, 'odsbK', 156.09, 'cat9');
insert into compositetest values (10230, 'qcZeU', 890.92, 'cat0');
insert into compositetest values (10231, 'bbpZJ', 614.83, 'cat1');
insert into compositetest values (10232, 'cLLMW', 540.58, 'cat2');
insert into compositetest values (10233, 'Rctmk', 994.17, 'cat3');
insert into compositetest values (10234, 'ktVxc', 852.07, 'cat4');
insert into compositetest values (10235, 'PhwEk', 161.88, 'cat5');
insert into compositetest values (10236, 'KYrgx', 855.72, 'cat6');
insert into compositetest values (10237, 'KvSOx', 519.24, 'cat7');
insert into compositetest values (10238, 'XPqTE', 961.06, 'cat8');
insert into compositetest values (10239, 'iTXQJ', 93.23, 'cat9');
insert into compositetest values (10240, 'hlbCT', 782.14, 'cat0');
insert into compositetest values (10241, 'twkgK', 450.88, 'cat1');
insert into compositetest values (10242, 'oNIIh', 219.07, 'cat2');
insert into compositetest values (10243, 'kbaNQ', 244.73, 'cat3');
insert into compositetest values (10244, 'xdWUD', 812.21, 'cat4');
insert into compositetest values (10245, 'CfMOj', 825.32, 'cat5');
insert into compositetest values (10246, 'RbBpg', 28.44, 'cat6');
insert into compositetest values (10247, 'dvOVk', 728.02, 'cat7');
insert into compositetest values (10248, 'MQgAy', 326.4, 'cat8');
insert into compositetest values (10249, 'Nniwy', 347.4, 'cat9');
insert into compositetest values (10250, 'lALrK', 545.7, 'cat0');
insert into compositetest values (10251, 'sNDVI', 412.0, 'cat1');
insert into compositetest values (10252, 'hWPSn', 808.25, 'cat2');
insert into compositetest values (10253, 'dYuAd', 574.52, 'cat3');
insert into compositetest values (10254, 'tNuJv', 772.0, 'cat4');
insert into compositetest values (10255, 'SUYTe', 493.28, 'cat5');
insert into compositetest values (10256, 'pGTju', 483.34, 'cat6');
insert into compositetest values (10257, 'osCAm', 944.35, 'cat7');
insert into compositetest values (10258, 'NsKbv', 683.41, 'cat8');
insert into compositetest values (10259, 'xVGOj', 40.65, 'cat9');
insert into compositetest values (10260, 'Tnpnp', 98.75, 'cat0');
insert into compositetest values (10261, 'qzhsy', 594.21, 'cat1');
insert into compositetest values (10262, 'mnqLd', 135.7, 'cat2');
insert into compositetest values (10263, 'siGQL', 8.94, 'cat3');
insert into compositetest values (10264, 'wHNCM', 887.71, 'cat4');
insert into compositetest values (10265, 'PrviE', 871.22, 'cat5');
insert into compositetest values (10266, 'mTdvs', 905.71, 'cat6');
insert into compositetest values (10267, 'FIDbx', 337.55, 'cat7');
insert into compositetest values (10268, 'UdMMa', 18.03, 'cat8');
insert into compositetest values (10269, 'UdgiR', 796.62, 'cat9');
insert into compositetest values (10270, 'HJOXP', 28.76, 'cat0');
insert into compositetest values (10271, 'khhQS', 293.89, 'cat1');
insert into compositetest values (10272, 'bxmaF', 650.17, 'cat2');
insert into compositetest values (10273, 'sVlLi', 462.52, 'cat3');
insert into compositetest values (10274, 'AUPUC', 230.74, 'cat4');
insert into compositetest values (10275, 'kCGlT', 151.83, 'cat5');
insert into compositetest values (10276, 'XGriK', 292.72, 'cat6');
insert into compositetest values (10277, 'gasZQ', 87.69, 'cat7');
insert into compositetest values (10278, 'Cuaeb', 16.56, 'cat8');
insert into compositetest values (10279, 'FyStC', 401.09, 'cat9');
insert into compositetest values (10280, 'dhKPD', 153.15, 'cat0');
insert into compositetest values (10281, 'UsIqG', 932.45, 'cat1');
insert into compositetest values (10282, 'EusaV', 823.03, 'cat2');
insert into compositetest values (10283, 'bLnKE', 85.85, 'cat3');
insert into compositetest values (10284, 'rqLSz', 590.53, 'cat4');
insert into compositetest values (10285, 'TegDn', 928.29, 'cat5');
insert into compositetest values (10286, 'lkNnN', 149.66, 'cat6');
insert into compositetest values (10287, 'kDyPs', 893.16, 'cat7');
insert into compositetest values (10288, 'SbVNf', 889.12, 'cat8');
insert into compositetest values (10289, 'uOvvd', 259.68, 'cat9');
insert into compositetest values (10290, 'NSeMx', 767.32, 'cat0');
insert into compositetest values (10291, 'QorKn', 862.92, 'cat1');
insert into compositetest values (10292, 'rbLQZ', 726.34, 'cat2');
insert into compositetest values (10293, 'FRKkt', 952.55, 'cat3');
insert into compositetest values (10294, 'TmpuK', 103.98, 'cat4');
insert into compositetest values (10295, 'Lrngz', 209.21, 'cat5');
insert into compositetest values (10296, 'ewUxl', 42.35, 'cat6');
insert into compositetest values (10297, 'MeEuR', 774.75, 'cat7');
insert into compositetest values (10298, 'ZBxiD', 628.95, 'cat8');
insert into compositetest values (10299, 'PMnVz', 631.73, 'cat9');
insert into compositetest values (10300, 'QfIvs', 864.58, 'cat0');
insert into compositetest values (10301, 'bZNwA', 887.14, 'cat1');
insert into compositetest values (10302, 'IGdJb', 278.82, 'cat2');
insert into compositetest values (10303, 'sjizh', 944.81, 'cat3');
insert into compositetest values (10304, 'HAQKX', 640.79, 'cat4');
insert into compositetest values (10305, 'wvJTl', 559.19, 'cat5');
insert into compositetest values (10306, 'uWKxO', 59.01, 'cat6');
insert into compositetest values (10307, 'rTSTU', 300.51, 'cat7');
insert into compositetest values (10308, 'ZXgvW', 583.39, 'cat8');
insert into compositetest values (10309, 'Bwfok', 851.91, 'cat9');
insert into compositetest values (10310, 'eRlLI', 337.65, 'cat0');
insert into compositetest values (10311, 'TWcwt', 309.48, 'cat1');
insert into compositetest values (10312, 'WtYrs', 59.79, 'cat2');
insert into compositetest values (10313, 'kZvLW', 831.15, 'cat3');
insert into compositetest values (10314, 'EkjLZ', 620.21, 'cat4');
insert into compositetest values (10315, 'YTZWn', 284.98, 'cat5');
insert into compositetest values (10316, 'wdHsB', 946.06, 'cat6');
insert into compositetest values (10317, 'RdWsr', 555.74, 'cat7');
insert into compositetest values (10318, 'XvtET', 273.02, 'cat8');
insert into compositetest values (10319, 'yZkim', 47.72, 'cat9');
insert into compositetest values (10320, 'mOHmO', 751.43, 'cat0');
insert into compositetest values (10321, 'EEVhS', 230.57, 'cat1');
insert into compositetest values (10322, 'cJXnX', 39.08, 'cat2');
insert into compositetest values (10323, 'mAoOL', 95.32, 'cat3');
insert into compositetest values (10324, 'Uluff', 358.03, 'cat4');
insert into compositetest values (10325, 'YXXKp', 349.59, 'cat5');
insert into compositetest values (10326, 'YYzrp', 175.57, 'cat6');
insert into compositetest values (10327, 'hwyeO', 544.85, 'cat7');
insert into compositetest values (10328, 'IdOvx', 272.54, 'cat8');
insert into compositetest values (10329, 'cKncx', 189.73, 'cat9');
insert into compositetest values (10330, 'NyqQx', 793.87, 'cat0');
insert into compositetest values (10331, 'WFxzA', 549.14, 'cat1');
insert into compositetest values (10332, 'nsQXw', 88.07, 'cat2');
insert into compositetest values (10333, 'trOOG', 156.04, 'cat3');
insert into compositetest values (10334, 'tYVbf', 411.51, 'cat4');
insert into compositetest values (10335, 'wDZzu', 140.7, 'cat5');
insert into compositetest values (10336, 'zJPZA', 496.03, 'cat6');
insert into compositetest values (10337, 'bMPnb', 607.0, 'cat7');
insert into compositetest values (10338, 'ayrWi', 883.6, 'cat8');
insert into compositetest values (10339, 'BsJcU', 248.46, 'cat9');
insert into compositetest values (10340, 'RNNtt', 793.97, 'cat0');
insert into compositetest values (10341, 'WLiHN', 842.2, 'cat1');
insert into compositetest values (10342, 'JHSxk', 78.56, 'cat2');
insert into compositetest values (10343, 'KllVZ', 141.23, 'cat3');
insert into compositetest values (10344, 'ryQRw', 521.65, 'cat4');
insert into compositetest values (10345, 'aSpxu', 302.71, 'cat5');
insert into compositetest values (10346, 'kFaev', 209.38, 'cat6');
insert into compositetest values (10347, 'GGhcF', 103.11, 'cat7');
insert into compositetest values (10348, 'ntboC', 755.72, 'cat8');
